#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q24322	uniprotkb:Q27331	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-103678|uniprotkb:Q9VK48|uniprotkb:Q8SXT2	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:vata2_drome(display_long)|uniprotkb:Vha68-2(gene name)|psi-mi:Vha68-2(display_short)|uniprotkb:VHAA2(gene name synonym)|uniprotkb:CG3762(orf name)|uniprotkb:Vacuolar proton pump subunit alpha 2(gene name synonym)|uniprotkb:V-ATPase 69 kDa subunit 2(gene name synonym)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:Q9W4X4	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-2508843	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:q9w4x4_drome(display_long)|uniprotkb:Pi4KIIIalpha(gene name)|psi-mi:Pi4KIIIalpha(display_short)|uniprotkb:Dmel\CG10260(gene name synonym)|uniprotkb:"EG:BACR7C10.2"(gene name synonym)|uniprotkb:PI4K(gene name synonym)|uniprotkb:PI4KIIIA(gene name synonym)|uniprotkb:PI4KIII[[alpha]](gene name synonym)|uniprotkb:PI4KIIIalpha(gene name synonym)|uniprotkb:PI4KinaseIIIalpha(gene name synonym)|uniprotkb:Stt4(gene name synonym)|uniprotkb:ZW-2(gene name synonym)|uniprotkb:"l(1)17-59"(gene name synonym)|uniprotkb:"l(1)3Ah"(gene name synonym)|uniprotkb:"l(1)VA722"(gene name synonym)|uniprotkb:"l(1)zw2"(gene name synonym)|uniprotkb:stt4(gene name synonym)|uniprotkb:zw-2(gene name synonym)|uniprotkb:zw2(gene name synonym)|uniprotkb:CG10260(orf name)|uniprotkb:Dmel_CG10260(orf name)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:Q9VLT5	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-175222|uniprotkb:O96958|uniprotkb:Q8MS98|uniprotkb:Q9XYD1|uniprotkb:Q9XYD2	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:poe_drome(display_long)|uniprotkb:poe(gene name)|psi-mi:poe(display_short)|uniprotkb:calo(gene name synonym)|uniprotkb:Protein pushover(gene name synonym)|uniprotkb:Protein Calossin(gene name synonym)|uniprotkb:Interaction calmodulin and colossal molecular mass protein(gene name synonym)|uniprotkb:push(gene name synonym)|uniprotkb:CG14472(orf name)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:A1Z9S6	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-2508832	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:a1z9s6_drome(display_long)|uniprotkb:"Su(var)2-HP2"(gene name)|psi-mi:"Su(var)2-HP2"(display_short)|uniprotkb:Dmel\CG12864(gene name synonym)|uniprotkb:HP2(gene name synonym)|uniprotkb:Hp2(gene name synonym)|uniprotkb:"SU(VAR)2-HP2"(gene name synonym)|uniprotkb:CG12864(orf name)|uniprotkb:Dmel_CG12864(orf name)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	intact:EBI-174496	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	-	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:q9v602_drome(display_short)|psi-mi:EBI-174496(display_long)|uniprotkb:tou(gene name)|psi-mi:tou(display_short)|uniprotkb:Dmel_CG10897(orf name)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:Q24498	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-501151|uniprotkb:Q24321|uniprotkb:Q24499|uniprotkb:Q24500|uniprotkb:Q24501|uniprotkb:Q8MKS3|uniprotkb:Q8MKS4|uniprotkb:Q8MKS5|uniprotkb:Q9V4Y7	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:ryr_drome(display_long)|uniprotkb:RyR(gene name)|psi-mi:RyR(display_short)|uniprotkb:Rya-r44F(gene name synonym)|uniprotkb:Ryanodine receptor 44F(gene name synonym)|uniprotkb:dry(gene name synonym)|uniprotkb:CG10844(orf name)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:Q9VTH2	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-2508749	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:q9vth2_drome(display_long)|uniprotkb:CG18490(gene name)|psi-mi:CG18490(display_short)|uniprotkb:CG34240(gene name synonym)|uniprotkb:CG42671-RC(gene name synonym)|uniprotkb:Dmel\CG42671(gene name synonym)|uniprotkb:CG42671(orf name)|uniprotkb:Dmel_CG42671(orf name)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:Q9VV75	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-166508	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:q9vv75_drome(display_long)|uniprotkb:UQCR-C2(gene name)|psi-mi:UQCR-C2(display_short)|uniprotkb:"BEST:GH10978"(gene name synonym)|uniprotkb:CG 4169(gene name synonym)|uniprotkb:Dmel\CG4169(gene name synonym)|uniprotkb:UCR2(gene name synonym)|uniprotkb:"anon-EST:Posey245"(gene name synonym)|uniprotkb:Dmel_CG4169(orf name)|uniprotkb:CG4169(orf name)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:Q9VKJ9	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-2508848	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:c2d1_drome(display_long)|uniprotkb:"l(2)gd1"(gene name)|psi-mi:"l(2)gd1"(display_short)|uniprotkb:lgd(gene name synonym)|uniprotkb:Lethal giant disks protein(gene name synonym)|uniprotkb:CG4713(orf name)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:A1Z6Z9	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-116955|intact:EBI-2507994	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:a1z6z9_drome(display_long)|uniprotkb:43CD(gene name synonym)|uniprotkb:Didum(gene name synonym)|uniprotkb:DmV(gene name synonym)|uniprotkb:Dmel\CG2146(gene name synonym)|uniprotkb:M5(gene name synonym)|uniprotkb:MYOV(gene name synonym)|uniprotkb:Myo1C(gene name synonym)|uniprotkb:Myo5(gene name synonym)|uniprotkb:MyoV(gene name synonym)|uniprotkb:MyoV43CD(gene name synonym)|uniprotkb:"NEST:bs14c05"(gene name synonym)|uniprotkb:NMC7(gene name synonym)|uniprotkb:dmM5(gene name synonym)|uniprotkb:myoV(gene name synonym)|uniprotkb:soy(gene name synonym)|uniprotkb:CG2146(orf name)|uniprotkb:Dmel_CG2146(orf name)|uniprotkb:didum(gene name)|psi-mi:didum(display_short)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:M9MSG3	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-2507933	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:m9msg3_drome(display_long)|uniprotkb:CG14035(gene name synonym)|uniprotkb:CG18251(gene name synonym)|uniprotkb:CG18252(gene name synonym)|uniprotkb:CG31649(gene name synonym)|uniprotkb:CG31916(gene name synonym)|uniprotkb:CG33549(gene name synonym)|uniprotkb:CG33715(gene name synonym)|uniprotkb:CG42768(orf name)|uniprotkb:Msp300(gene name)|psi-mi:Msp300(display_short)|uniprotkb:Msp-300(gene name synonym)|uniprotkb:BBF-1(gene name synonym)|uniprotkb:Bbbf1(gene name synonym)|uniprotkb:"BcDNA:AT10293"(gene name synonym)|uniprotkb:"BcDNA:GH02446"(gene name synonym)|uniprotkb:"BcDNA:GH18470"(gene name synonym)|uniprotkb:"BcDNA:LP10936"(gene name synonym)|uniprotkb:Dmel\CG42768(gene name synonym)|uniprotkb:MSP-300(gene name synonym)|uniprotkb:MSP300(gene name synonym)|uniprotkb:Spec25CD(gene name synonym)|uniprotkb:dNesp1(gene name synonym)|uniprotkb:jf22(gene name synonym)|uniprotkb:"l(2)25Ch"(gene name synonym)|uniprotkb:"l(2)jf22"(gene name synonym)|uniprotkb:msp-300(gene name synonym)|uniprotkb:msp300(gene name synonym)|uniprotkb:Dmel_CG42768(orf name)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:Q9VUB5	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-193941	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:q9vub5_drome(display_long)|uniprotkb:Dmel\CG9007(gene name synonym)|uniprotkb:UpSET(gene name synonym)|uniprotkb:CG9007(orf name)|uniprotkb:Dmel_CG9007(orf name)|uniprotkb:upSET(gene name)|psi-mi:upSET(display_short)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:Q7JVH6	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-185260|intact:EBI-2508500	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:q7jvh6_drome(display_long)|uniprotkb:Dmel\CG9436(gene name)|psi-mi:Dmel\CG9436(display_short)|uniprotkb:CG9436(orf name)|uniprotkb:Dmel_CG9436(orf name)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:Q9VA69	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-159221|uniprotkb:Q960D8	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:q9va69_drome(display_long)|uniprotkb:"BcDNA:SD05564"(gene name synonym)|uniprotkb:Dmel\CG31022(gene name synonym)|uniprotkb:PH4-aEFB(gene name synonym)|uniprotkb:PH4alpha-EFB(gene name synonym)|uniprotkb:Dmel_CG31022(orf name)|uniprotkb:CG31022(orf name)|uniprotkb:CG12088(gene name synonym)|uniprotkb:CG1473(gene name synonym)|uniprotkb:PH4alphaEFB(gene name)|psi-mi:PH4alphaEFB(display_short)|uniprotkb:PH4-alpha-EFB(gene name synonym)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:A8E6J4	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-2508533	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:a8e6j4_drome(display_long)|uniprotkb:awd(gene name)|psi-mi:awd(display_short)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:Q9VPR0	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-2508802|uniprotkb:Q5BI64	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:q9vpr0_drome(display_long)|uniprotkb:rempA(gene name)|psi-mi:rempA(display_short)|uniprotkb:CG11838(orf name)|uniprotkb:CHE-11(gene name synonym)|uniprotkb:Che-11(gene name synonym)|uniprotkb:Dmel\CG11838(gene name synonym)|uniprotkb:IFT140(gene name synonym)|uniprotkb:IFT40(gene name synonym)|uniprotkb:OSEG(gene name synonym)|uniprotkb:OSEG3(gene name synonym)|uniprotkb:REMPA(gene name synonym)|uniprotkb:RempA(gene name synonym)|uniprotkb:oseg3(gene name synonym)|uniprotkb:remp(gene name synonym)|uniprotkb:Dmel_CG11838(orf name)|uniprotkb:Oseg3(gene name synonym)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:P91634	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-173369	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:p91634_drome(display_long)|uniprotkb:dp110(gene name synonym)|uniprotkb:DP110(gene name synonym)|uniprotkb:Dmel\CG4141(gene name synonym)|uniprotkb:Dmp110(gene name synonym)|uniprotkb:Dp110(gene name synonym)|uniprotkb:Dpp110(gene name synonym)|uniprotkb:"PI(3)K"(gene name synonym)|uniprotkb:PI-3 kinase(gene name synonym)|uniprotkb:PI-3-K(gene name synonym)|uniprotkb:PI3'K(gene name synonym)|uniprotkb:PI3K(gene name synonym)|uniprotkb:PI3K-92D(gene name synonym)|uniprotkb:PI3K-92E(gene name synonym)|uniprotkb:PI3K-Dp110(gene name synonym)|uniprotkb:PI3K-I(gene name synonym)|uniprotkb:PI3K-dp110(gene name synonym)|uniprotkb:PI3K92E(gene name synonym)|uniprotkb:PI3k(gene name synonym)|uniprotkb:PI[[3]]K(gene name synonym)|uniprotkb:Pi3K(gene name synonym)|uniprotkb:Pi3K92D(gene name synonym)|uniprotkb:"Pi3K92E|p110"(gene name synonym)|uniprotkb:Pi3Kp110(gene name synonym)|uniprotkb:Pi3k(gene name synonym)|uniprotkb:Pi3k92e(gene name synonym)|uniprotkb:PiK92E(gene name synonym)|uniprotkb:anon-92Ed(gene name synonym)|uniprotkb:dP110(gene name synonym)|uniprotkb:dP13K(gene name synonym)|uniprotkb:dPI3K(gene name synonym)|uniprotkb:dPI3K[92E](gene name synonym)|uniprotkb:dp110alpha(gene name synonym)|uniprotkb:p110(gene name synonym)|uniprotkb:p120(gene name synonym)|uniprotkb:pi3k(gene name synonym)|uniprotkb:pi3k92e(gene name synonym)|uniprotkb:rea(gene name synonym)|uniprotkb:type-1 PI3K(gene name synonym)|uniprotkb:Dmel_CG4141(orf name)|uniprotkb:CG4141(orf name)|uniprotkb:dpP110(gene name synonym)|uniprotkb:pi3k92E(gene name synonym)|uniprotkb:Pi3K92E(gene name)|psi-mi:Pi3K92E(display_short)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
uniprotkb:Q24322	uniprotkb:M9MRD4	intact:EBI-497707|intact:EBI-522430|intact:EBI-2508878|uniprotkb:Q8MYZ9	intact:EBI-134218|intact:EBI-134218	psi-mi:sem1a_drome(display_long)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Semaphorin-I(gene name synonym)|uniprotkb:CG18405(orf name)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)	psi-mi:m9mrd4_drome(display_long)|uniprotkb:Msp300(gene name)|psi-mi:Msp300(display_short)|uniprotkb:Msp-300(gene name synonym)|uniprotkb:BBF-1(gene name synonym)|uniprotkb:Bbbf1(gene name synonym)|uniprotkb:"BcDNA:AT10293"(gene name synonym)|uniprotkb:"BcDNA:GH02446"(gene name synonym)|uniprotkb:"BcDNA:GH18470"(gene name synonym)|uniprotkb:"BcDNA:LP10936"(gene name synonym)|uniprotkb:Dmel\CG42768(gene name synonym)|uniprotkb:MSP-300(gene name synonym)|uniprotkb:MSP300(gene name synonym)|uniprotkb:Spec25CD(gene name synonym)|uniprotkb:dNesp1(gene name synonym)|uniprotkb:jf22(gene name synonym)|uniprotkb:"l(2)25Ch"(gene name synonym)|uniprotkb:"l(2)jf22"(gene name synonym)|uniprotkb:msp-300(gene name synonym)|uniprotkb:msp300(gene name synonym)|uniprotkb:Dmel_CG42768(orf name)|uniprotkb:CG14035(gene name synonym)|uniprotkb:CG18251(gene name synonym)|uniprotkb:CG18252(gene name synonym)|uniprotkb:CG31649(gene name synonym)|uniprotkb:CG31916(gene name synonym)|uniprotkb:CG33549(gene name synonym)|uniprotkb:CG33715(gene name synonym)|uniprotkb:CG42768(orf name)	psi-mi:"MI:0963"(interactome parallel affinity capture)	-	pubmed:21447707|imex:IM-17304	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2889720|imex:IM-17304-2|flannotator:CPTI-001301	author score:0.95|author score:high|intact-miscore:0.35
