#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q09472	uniprotkb:P17181	intact:EBI-447295|uniprotkb:B1AKC2|intact:EBI-3908041	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	psi-mi:ep300_human(display_long)|uniprotkb:E1A-associated protein p300(gene name synonym)|uniprotkb:Protein 2-hydroxyisobutyryltransferase p300(gene name synonym)|uniprotkb:Histone butyryltransferase p300(gene name synonym)|uniprotkb:Histone crotonyltransferase p300(gene name synonym)|uniprotkb:Protein propionyltransferase p300(gene name synonym)|uniprotkb:EP300(gene name)|psi-mi:EP300(display_short)|uniprotkb:P300(gene name synonym)	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Tang et al. (2007)	pubmed:17923090|imex:IM-11864	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1547245|imex:IM-11864-11	intact-miscore:0.40
uniprotkb:Q00993	uniprotkb:P33896	intact:EBI-1569155|uniprotkb:Q80YQ3	intact:EBI-1569188|uniprotkb:Q80UJ3	psi-mi:ufo_mouse(display_long)|uniprotkb:Axl(gene name)|psi-mi:Axl(display_short)|uniprotkb:Ark(gene name synonym)|uniprotkb:Ufo(gene name synonym)|uniprotkb:Adhesion-related kinase(gene name synonym)	psi-mi:inar1_mouse(display_long)|uniprotkb:Ifnar1(gene name)|psi-mi:Ifnar1(display_short)|uniprotkb:Ifar(gene name synonym)|uniprotkb:Ifnar(gene name synonym)|uniprotkb:Type I interferon receptor 1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Rothlin et al. (2007)	pubmed:18083102|imex:IM-11978	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1569177|imex:IM-11978-1	intact-miscore:0.40
uniprotkb:P17181	uniprotkb:Q86VI4	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	intact:EBI-3267258|uniprotkb:Q3ZCV5|uniprotkb:Q7L909|uniprotkb:Q86VH8|uniprotkb:Q9H060	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:lap4b_human(display_long)|uniprotkb:LAPTM4B(gene name)|psi-mi:LAPTM4B(display_short)|uniprotkb:Lysosome-associated transmembrane protein 4-beta(gene name synonym)|uniprotkb:PSEC0001(orf name)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25169741|imex:IM-25472-74559	intact-miscore:0.56
uniprotkb:P17181	uniprotkb:Q86VI4	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	intact:EBI-3267258|uniprotkb:Q3ZCV5|uniprotkb:Q7L909|uniprotkb:Q86VH8|uniprotkb:Q9H060	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:lap4b_human(display_long)|uniprotkb:LAPTM4B(gene name)|psi-mi:LAPTM4B(display_short)|uniprotkb:Lysosome-associated transmembrane protein 4-beta(gene name synonym)|uniprotkb:PSEC0001(orf name)	psi-mi:"MI:0397"(two hybrid array)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-23956441|imex:IM-25472-92826	intact-miscore:0.56
uniprotkb:P17181	uniprotkb:P29597	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	intact:EBI-1383454|uniprotkb:Q6QB10|uniprotkb:Q96CH0	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:tyk2_human(display_long)|uniprotkb:TYK2(gene name)|psi-mi:TYK2(display_short)	psi-mi:"MI:0096"(pull down)	Li et al. (1999)	pubmed:10523853|mint:MINT-5211902	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7105130|mint:MINT-73134	intact-miscore:0.40
uniprotkb:P17181	uniprotkb:P52630	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	intact:EBI-1546963|uniprotkb:Q16430|uniprotkb:Q16431|uniprotkb:B4DLC7|uniprotkb:G3V2M6|uniprotkb:Q9UDL4|intact:EBI-10989287	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:stat2_human(display_long)|uniprotkb:p113(gene name synonym)|uniprotkb:STAT2(gene name)|psi-mi:STAT2(display_short)	psi-mi:"MI:0107"(surface plasmon resonance)	Saleh et al. (2002)	pubmed:12220192|mint:MINT-6731487	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8524362|mint:MINT-8029503	intact-miscore:0.76
uniprotkb:P17181	uniprotkb:P42224	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	intact:EBI-1057697|uniprotkb:Q53S88|uniprotkb:Q53XW4|uniprotkb:B2RCA0|uniprotkb:D3DPI7|uniprotkb:Q9UDL5|uniprotkb:A8K989|uniprotkb:D2KFR8|uniprotkb:Q68D00	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:stat1_human(display_long)|uniprotkb:Transcription factor ISGF-3 components p91/p84(gene name synonym)|uniprotkb:STAT1(gene name)|psi-mi:STAT1(display_short)	psi-mi:"MI:0096"(pull down)	Li et al. (1997)	mint:MINT-6730748|pubmed:9121453|imex:IM-24696	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8630963|mint:MINT-8029458|imex:IM-24696-5	intact-miscore:0.50
uniprotkb:P17181	uniprotkb:P52630	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	intact:EBI-1546963|uniprotkb:Q16430|uniprotkb:Q16431|uniprotkb:B4DLC7|uniprotkb:G3V2M6|uniprotkb:Q9UDL4|intact:EBI-10989287	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:stat2_human(display_long)|uniprotkb:p113(gene name synonym)|uniprotkb:STAT2(gene name)|psi-mi:STAT2(display_short)	psi-mi:"MI:0096"(pull down)	Li et al. (1997)	mint:MINT-6730748|pubmed:9121453|imex:IM-24696	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8630963|mint:MINT-8029458|imex:IM-24696-5	intact-miscore:0.76
uniprotkb:P17181	uniprotkb:P52630	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	intact:EBI-1546963|uniprotkb:Q16430|uniprotkb:Q16431|uniprotkb:B4DLC7|uniprotkb:G3V2M6|uniprotkb:Q9UDL4|intact:EBI-10989287	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:stat2_human(display_long)|uniprotkb:p113(gene name synonym)|uniprotkb:STAT2(gene name)|psi-mi:STAT2(display_short)	psi-mi:"MI:0096"(pull down)	Yan et al. (1996)	mint:MINT-6730581|pubmed:8605876	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8672129|mint:MINT-8029443	intact-miscore:0.76
uniprotkb:P17181	uniprotkb:P52630	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	intact:EBI-1546963|uniprotkb:Q16430|uniprotkb:Q16431|uniprotkb:B4DLC7|uniprotkb:G3V2M6|uniprotkb:Q9UDL4|intact:EBI-10989287	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:stat2_human(display_long)|uniprotkb:p113(gene name synonym)|uniprotkb:STAT2(gene name)|psi-mi:STAT2(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Krishnan et al. (1998)	pubmed:9677371|mint:MINT-6730932	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8677739|mint:MINT-8029473	intact-miscore:0.76
