#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P49710	uniprotkb:P25911	intact:EBI-924601|uniprotkb:Q922I8	intact:EBI-643537|uniprotkb:Q62127	psi-mi:hcls1_mouse(display_long)|uniprotkb:Hcls1(gene name)|psi-mi:Hcls1(display_short)|uniprotkb:Hs1(gene name synonym)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)	psi-mi:lyn_mouse(display_long)|uniprotkb:V-yes-1 Yamaguchi sarcoma viral related oncogene homolog(gene name synonym)|uniprotkb:p53Lyn(gene name synonym)|uniprotkb:p56Lyn(gene name synonym)|uniprotkb:Lyn(gene name)|psi-mi:Lyn(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Ingley et al. (2000)	pubmed:10713104|imex:IM-14458	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-925522|imex:IM-14458-9	intact-miscore:0.70
uniprotkb:P49710	uniprotkb:P25911	intact:EBI-924601|uniprotkb:Q922I8	intact:EBI-643537|uniprotkb:Q62127	psi-mi:hcls1_mouse(display_long)|uniprotkb:Hcls1(gene name)|psi-mi:Hcls1(display_short)|uniprotkb:Hs1(gene name synonym)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)	psi-mi:lyn_mouse(display_long)|uniprotkb:V-yes-1 Yamaguchi sarcoma viral related oncogene homolog(gene name synonym)|uniprotkb:p53Lyn(gene name synonym)|uniprotkb:p56Lyn(gene name synonym)|uniprotkb:Lyn(gene name)|psi-mi:Lyn(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Ingley et al. (2000)	pubmed:10713104|imex:IM-14458	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-925554|imex:IM-14458-10	intact-miscore:0.70
uniprotkb:P49710	uniprotkb:P25911	intact:EBI-924601|uniprotkb:Q922I8	intact:EBI-643537|uniprotkb:Q62127	psi-mi:hcls1_mouse(display_long)|uniprotkb:Hcls1(gene name)|psi-mi:Hcls1(display_short)|uniprotkb:Hs1(gene name synonym)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)	psi-mi:lyn_mouse(display_long)|uniprotkb:V-yes-1 Yamaguchi sarcoma viral related oncogene homolog(gene name synonym)|uniprotkb:p53Lyn(gene name synonym)|uniprotkb:p56Lyn(gene name synonym)|uniprotkb:Lyn(gene name)|psi-mi:Lyn(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Ingley et al. (2000)	pubmed:10713104|imex:IM-14458	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-925594|imex:IM-14458-11	intact-miscore:0.70
uniprotkb:P14317	uniprotkb:P31016	intact:EBI-750369|uniprotkb:B4DQ69|uniprotkb:Q53Y93|uniprotkb:Q6IBK9|uniprotkb:Q9UDK0	intact:EBI-375655|dip:DIP-29264N|uniprotkb:P97631	psi-mi:hcls1_human(display_long)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)|uniprotkb:p75(gene name synonym)|uniprotkb:HCLS1(gene name)|psi-mi:HCLS1(display_short)|uniprotkb:HS1(gene name synonym)	psi-mi:dlg4_rat(display_long)|uniprotkb:Dlg4(gene name)|psi-mi:Dlg4(display_short)|uniprotkb:Dlgh4(gene name synonym)|uniprotkb:Postsynaptic density protein 95(gene name synonym)|uniprotkb:Synapse-associated protein 90(gene name synonym)|uniprotkb:Psd95(gene name synonym)	psi-mi:"MI:0081"(peptide array)	Arbuckle et al. (2010)	pubmed:20467438|imex:IM-15078|mint:MINT-8105061|doi:10.1038/embor.2010.63	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-7960003|mint:MINT-8105825|imex:IM-15078-56	intact-miscore:0.44
uniprotkb:P14317	uniprotkb:Q9H788	intact:EBI-750369|uniprotkb:B4DQ69|uniprotkb:Q53Y93|uniprotkb:Q6IBK9|uniprotkb:Q9UDK0	intact:EBI-747035|uniprotkb:Q5XKC1|uniprotkb:Q6NXE9|uniprotkb:Q86YM2|uniprotkb:Q96C88|uniprotkb:Q9H7F7|intact:EBI-2558037|uniprotkb:B4DDR1	psi-mi:hcls1_human(display_long)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)|uniprotkb:p75(gene name synonym)|uniprotkb:HCLS1(gene name)|psi-mi:HCLS1(display_short)|uniprotkb:HS1(gene name synonym)	psi-mi:sh24a_human(display_long)|uniprotkb:SH2A(gene name synonym)|uniprotkb:"Protein SH(2)A"(gene name synonym)|uniprotkb:PPP1R38(gene name synonym)|uniprotkb:Protein phosphatase 1 regulatory subunit 38(gene name synonym)|uniprotkb:SH2D4A(gene name)|psi-mi:SH2D4A(display_short)	psi-mi:"MI:0397"(two hybrid array)	Fragoza et al. (2019)	imex:IM-27438|doi:10.1038/s41467-019-11959-3|pubmed:31515488	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-22149040|imex:IM-27438-4656	intact-miscore:0.83
uniprotkb:P14317	uniprotkb:P42574	intact:EBI-750369|uniprotkb:B4DQ69|uniprotkb:Q53Y93|uniprotkb:Q6IBK9|uniprotkb:Q9UDK0	intact:EBI-524064|uniprotkb:A8K5M2|uniprotkb:D3DP53|uniprotkb:Q96AN1|uniprotkb:Q96KP2	psi-mi:hcls1_human(display_long)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)|uniprotkb:p75(gene name synonym)|uniprotkb:HCLS1(gene name)|psi-mi:HCLS1(display_short)|uniprotkb:HS1(gene name synonym)	psi-mi:casp3_human(display_long)|uniprotkb:Apopain(gene name synonym)|uniprotkb:Cysteine protease CPP32(gene name synonym)|uniprotkb:Protein Yama(gene name synonym)|uniprotkb:SREBP cleavage activity 1(gene name synonym)|uniprotkb:CASP3(gene name)|psi-mi:CASP3(display_short)|uniprotkb:CPP32(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6595801|imex:IM-18707-550	intact-miscore:0.40
uniprotkb:P14317	uniprotkb:P43405	intact:EBI-750369|uniprotkb:B4DQ69|uniprotkb:Q53Y93|uniprotkb:Q6IBK9|uniprotkb:Q9UDK0	intact:EBI-78302	psi-mi:hcls1_human(display_long)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)|uniprotkb:p75(gene name synonym)|uniprotkb:HCLS1(gene name)|psi-mi:HCLS1(display_short)|uniprotkb:HS1(gene name synonym)	psi-mi:ksyk_human(display_long)|uniprotkb:p72-Syk(gene name synonym)|uniprotkb:SYK(gene name)|psi-mi:SYK(display_short)|uniprotkb:Spleen tyrosine kinase(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6595193|imex:IM-18707-498	intact-miscore:0.40
uniprotkb:P14317	uniprotkb:A0A384KR68	intact:EBI-750369|uniprotkb:B4DQ69|uniprotkb:Q53Y93|uniprotkb:Q6IBK9|uniprotkb:Q9UDK0	intact:EBI-2840276|uniprotkb:Q0WAJ9|uniprotkb:Q74R47|uniprotkb:Q7CKW7	psi-mi:hcls1_human(display_long)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)|uniprotkb:p75(gene name synonym)|uniprotkb:HCLS1(gene name)|psi-mi:HCLS1(display_short)|uniprotkb:HS1(gene name synonym)	psi-mi:a0a384kr68_yerpe(display_long)|uniprotkb:ftsS(gene name)|psi-mi:ftsS(display_short)|uniprotkb:YPO3812(locus name)	psi-mi:"MI:0398"(two hybrid pooling approach)	Dyer et al. (2010)	pubmed:20711500|imex:IM-13779	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:632(yerpe)|taxid:632(Yersinia pestis)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2868220|imex:IM-13779-7431	author score:1|intact-miscore:0.37
uniprotkb:P14317	uniprotkb:Q8CLC4	intact:EBI-750369|uniprotkb:B4DQ69|uniprotkb:Q53Y93|uniprotkb:Q6IBK9|uniprotkb:Q9UDK0	intact:EBI-2844860	psi-mi:hcls1_human(display_long)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)|uniprotkb:p75(gene name synonym)|uniprotkb:HCLS1(gene name)|psi-mi:HCLS1(display_short)|uniprotkb:HS1(gene name synonym)	psi-mi:q8clc4_yerpe(display_long)|uniprotkb:y1644(locus name)	psi-mi:"MI:0398"(two hybrid pooling approach)	Dyer et al. (2010)	pubmed:20711500|imex:IM-13779	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:632(yerpe)|taxid:632(Yersinia pestis)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2868213|imex:IM-13779-7432	author score:1|intact-miscore:0.37
uniprotkb:P14317	uniprotkb:Q74XD3	intact:EBI-750369|uniprotkb:B4DQ69|uniprotkb:Q53Y93|uniprotkb:Q6IBK9|uniprotkb:Q9UDK0	intact:EBI-2855960|uniprotkb:Q8ZIY8|uniprotkb:Q0WJW4|uniprotkb:Q7CKN0	psi-mi:hcls1_human(display_long)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)|uniprotkb:p75(gene name synonym)|uniprotkb:HCLS1(gene name)|psi-mi:HCLS1(display_short)|uniprotkb:HS1(gene name synonym)	psi-mi:cuta_yerpe(display_long)|uniprotkb:cutA(gene name)|psi-mi:cutA(display_short)|uniprotkb:YPO0346(locus name)|uniprotkb:y0604(locus name)|uniprotkb:YP_0500(locus name)	psi-mi:"MI:0398"(two hybrid pooling approach)	Dyer et al. (2010)	pubmed:20711500|imex:IM-13779	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:632(yerpe)|taxid:632(Yersinia pestis)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2868227|imex:IM-13779-7434	author score:1|intact-miscore:0.37
uniprotkb:P14317	uniprotkb:P54274	intact:EBI-750369|uniprotkb:B4DQ69|uniprotkb:Q53Y93|uniprotkb:Q6IBK9|uniprotkb:Q9UDK0	intact:EBI-710997|uniprotkb:Q8NHT6|uniprotkb:A7XP29|uniprotkb:Q15553|uniprotkb:Q93029	psi-mi:hcls1_human(display_long)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)|uniprotkb:p75(gene name synonym)|uniprotkb:HCLS1(gene name)|psi-mi:HCLS1(display_short)|uniprotkb:HS1(gene name synonym)	psi-mi:terf1_human(display_long)|uniprotkb:TRBF1(gene name synonym)|uniprotkb:TTAGGG repeat-binding factor 1(gene name synonym)|uniprotkb:NIMA-interacting protein 2(gene name synonym)|uniprotkb:Telomeric protein Pin2/TRF1(gene name synonym)|uniprotkb:TERF1(gene name)|psi-mi:TERF1(display_short)|uniprotkb:PIN2(gene name synonym)|uniprotkb:TRF(gene name synonym)|uniprotkb:TRF1(gene name synonym)	psi-mi:"MI:0809"(bimolecular fluorescence complementation)	Lee et al. (2011)	imex:IM-24620|pubmed:21044950	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1332"(bhf-ucl)	intact:EBI-11309218|imex:IM-24620-446	intact-miscore:0.51
uniprotkb:P14317	uniprotkb:P54274	intact:EBI-750369|uniprotkb:B4DQ69|uniprotkb:Q53Y93|uniprotkb:Q6IBK9|uniprotkb:Q9UDK0	intact:EBI-710997|uniprotkb:Q8NHT6|uniprotkb:A7XP29|uniprotkb:Q15553|uniprotkb:Q93029	psi-mi:hcls1_human(display_long)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)|uniprotkb:p75(gene name synonym)|uniprotkb:HCLS1(gene name)|psi-mi:HCLS1(display_short)|uniprotkb:HS1(gene name synonym)	psi-mi:terf1_human(display_long)|uniprotkb:TRBF1(gene name synonym)|uniprotkb:TTAGGG repeat-binding factor 1(gene name synonym)|uniprotkb:NIMA-interacting protein 2(gene name synonym)|uniprotkb:Telomeric protein Pin2/TRF1(gene name synonym)|uniprotkb:TERF1(gene name)|psi-mi:TERF1(display_short)|uniprotkb:PIN2(gene name synonym)|uniprotkb:TRF(gene name synonym)|uniprotkb:TRF1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Lee et al. (2011)	imex:IM-24620|pubmed:21044950	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1332"(bhf-ucl)	intact:EBI-11313151|imex:IM-24620-799	author score:0.67|intact-miscore:0.51
uniprotkb:P14317	intact:EBI-11522220	intact:EBI-750369|uniprotkb:B4DQ69|uniprotkb:Q53Y93|uniprotkb:Q6IBK9|uniprotkb:Q9UDK0	-	psi-mi:hcls1_human(display_long)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)|uniprotkb:p75(gene name synonym)|uniprotkb:HCLS1(gene name)|psi-mi:HCLS1(display_short)|uniprotkb:HS1(gene name synonym)	psi-mi:lsb3(display_short)|psi-mi:EBI-11522220(display_long)	psi-mi:"MI:0397"(two hybrid array)	Zhong et al. (2015)	pubmed:27107014|imex:IM-24995	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:4932(yeasx)|taxid:4932("Saccharomyces cerevisiae (Baker's yeast)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-11537837|imex:IM-24995-1623	intact-miscore:0.56
