#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q96PH6	uniprotkb:P43080	intact:EBI-17250528|uniprotkb:Q17RC4|uniprotkb:Q8N691|uniprotkb:Q9NUH0	intact:EBI-6873005|uniprotkb:Q7Z6T1|uniprotkb:B3KWT4|uniprotkb:Q9NU14	psi-mi:db118_human(display_long)|uniprotkb:Beta-defensin 18(gene name synonym)|uniprotkb:Defensin, beta 118(gene name synonym)|uniprotkb:Epididymal secretory protein 13.6(gene name synonym)|uniprotkb:DEFB118(gene name)|psi-mi:DEFB118(display_short)|uniprotkb:C20orf63(gene name synonym)|uniprotkb:DEFB18(gene name synonym)|uniprotkb:ESC42(gene name synonym)	psi-mi:guc1a_human(display_long)|uniprotkb:C6orf131(gene name synonym)|uniprotkb:GCAP(gene name synonym)|uniprotkb:GCAP1(gene name synonym)|uniprotkb:GUCA1(gene name synonym)|uniprotkb:Guanylate cyclase activator 1A(gene name synonym)|uniprotkb:GUCA1A(gene name)|psi-mi:GUCA1A(display_short)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-23900477|imex:IM-25472-87631	author score:0.741960658121|intact-miscore:0.56
uniprotkb:Q8NES8	uniprotkb:O00264	intact:EBI-12843376|uniprotkb:Q30E74	intact:EBI-1045534|uniprotkb:B7Z1L3|uniprotkb:Q9UGJ9	psi-mi:db124_human(display_long)|uniprotkb:DEFB124(gene name)|psi-mi:DEFB124(display_short)|uniprotkb:Beta-defensin 24(gene name synonym)|uniprotkb:DEFB24(gene name synonym)|uniprotkb:Defensin, beta 124(gene name synonym)	psi-mi:pgrc1_human(display_long)|uniprotkb:Dap1(gene name synonym)|uniprotkb:IZA(gene name synonym)|uniprotkb:PGRMC1(gene name)|psi-mi:PGRMC1(display_short)|uniprotkb:HPR6.6(gene name synonym)|uniprotkb:PGRMC(gene name synonym)	psi-mi:"MI:1356"(validated two hybrid)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24562534|imex:IM-25472-138268	intact-miscore:0.56
uniprotkb:Q9H1M4	uniprotkb:Q9BXK5	intact:EBI-10305240|uniprotkb:Q14DW7	intact:EBI-747430|uniprotkb:B3KPE7|uniprotkb:Q96B37|uniprotkb:Q96IB7|uniprotkb:Q9BY01|uniprotkb:Q9HC05|uniprotkb:Q9UFE0|uniprotkb:Q9UKN3	psi-mi:db127_human(display_long)|uniprotkb:DEFB127(gene name)|psi-mi:DEFB127(display_short)|uniprotkb:Beta-defensin 27(gene name synonym)|uniprotkb:C20orf73(gene name synonym)|uniprotkb:DEFB27(gene name synonym)|uniprotkb:Defensin, beta 127(gene name synonym)|uniprotkb:UNQ1956/PRO6071(orf name)	psi-mi:b2l13_human(display_long)|uniprotkb:Protein Mil1(gene name synonym)|uniprotkb:Bcl-rambo(gene name synonym)|uniprotkb:BCL2L13(gene name)|psi-mi:BCL2L13(display_short)|uniprotkb:MIL1(gene name synonym)|uniprotkb:CD003(orf name)	psi-mi:"MI:1356"(validated two hybrid)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24535844|imex:IM-25472-135916	intact-miscore:0.56
uniprotkb:Q8NES8	uniprotkb:O43639	intact:EBI-12843376|uniprotkb:Q30E74	intact:EBI-713635|uniprotkb:D3DVK1|uniprotkb:Q9BWN9|uniprotkb:Q9UIC3	psi-mi:db124_human(display_long)|uniprotkb:DEFB124(gene name)|psi-mi:DEFB124(display_short)|uniprotkb:Beta-defensin 24(gene name synonym)|uniprotkb:DEFB24(gene name synonym)|uniprotkb:Defensin, beta 124(gene name synonym)	psi-mi:nck2_human(display_long)|uniprotkb:GRB4(gene name synonym)|uniprotkb:Growth factor receptor-bound protein 4(gene name synonym)|uniprotkb:NCK adaptor protein 2(gene name synonym)|uniprotkb:SH2/SH3 adaptor protein NCK-beta(gene name synonym)|uniprotkb:NCK2(gene name)|psi-mi:NCK2(display_short)	psi-mi:"MI:1356"(validated two hybrid)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24546621|imex:IM-25472-136867	intact-miscore:0.56
uniprotkb:Q9H1M4	uniprotkb:Q8WWH4	intact:EBI-10305240|uniprotkb:Q14DW7	intact:EBI-12239061|uniprotkb:A0AV27|uniprotkb:A4D0V0|uniprotkb:B7ZM20	psi-mi:db127_human(display_long)|uniprotkb:DEFB127(gene name)|psi-mi:DEFB127(display_short)|uniprotkb:Beta-defensin 27(gene name synonym)|uniprotkb:C20orf73(gene name synonym)|uniprotkb:DEFB27(gene name synonym)|uniprotkb:Defensin, beta 127(gene name synonym)|uniprotkb:UNQ1956/PRO6071(orf name)	psi-mi:asz1_human(display_long)|uniprotkb:ASZ1(gene name)|psi-mi:ASZ1(display_short)|uniprotkb:ALP1(gene name synonym)|uniprotkb:ANKL1(gene name synonym)|uniprotkb:Ankyrin-like protein 1(gene name synonym)|uniprotkb:C7orf7(gene name synonym)|uniprotkb:GASZ(gene name synonym)|uniprotkb:Germ cell-specific ankyrin, SAM and basic leucine zipper domain-containing protein(gene name synonym)	psi-mi:"MI:1356"(validated two hybrid)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24621215|imex:IM-25472-143448	intact-miscore:0.56
uniprotkb:Q9H1M3	uniprotkb:Q6PL24	intact:EBI-23712762|uniprotkb:Q8NES7	intact:EBI-11603430|uniprotkb:Q9P1V9|uniprotkb:Q3MJB0|uniprotkb:B3KTI6	psi-mi:db129_human(display_long)|uniprotkb:Beta-defensin 29(gene name synonym)|uniprotkb:Defensin, beta 129(gene name synonym)|uniprotkb:UNQ5794/PRO19599(orf name)|uniprotkb:DEFB129(gene name)|psi-mi:DEFB129(display_short)|uniprotkb:C20orf87(gene name synonym)|uniprotkb:DEFB29(gene name synonym)	psi-mi:tmed8_human(display_long)|uniprotkb:TMED8(gene name)|psi-mi:TMED8(display_short)|uniprotkb:FAM15B(gene name synonym)|uniprotkb:L10(orf name)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-23712780|imex:IM-25472-77294	intact-miscore:0.56
uniprotkb:Q8NES8	uniprotkb:O43639	intact:EBI-12843376|uniprotkb:Q30E74	intact:EBI-713635|uniprotkb:D3DVK1|uniprotkb:Q9BWN9|uniprotkb:Q9UIC3	psi-mi:db124_human(display_long)|uniprotkb:DEFB124(gene name)|psi-mi:DEFB124(display_short)|uniprotkb:Beta-defensin 24(gene name synonym)|uniprotkb:DEFB24(gene name synonym)|uniprotkb:Defensin, beta 124(gene name synonym)	psi-mi:nck2_human(display_long)|uniprotkb:GRB4(gene name synonym)|uniprotkb:Growth factor receptor-bound protein 4(gene name synonym)|uniprotkb:NCK adaptor protein 2(gene name synonym)|uniprotkb:SH2/SH3 adaptor protein NCK-beta(gene name synonym)|uniprotkb:NCK2(gene name)|psi-mi:NCK2(display_short)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25027799|imex:IM-25472-51380	author score:0.857631736567|intact-miscore:0.56
uniprotkb:Q8NES8	uniprotkb:O43639	intact:EBI-12843376|uniprotkb:Q30E74	intact:EBI-713635|uniprotkb:D3DVK1|uniprotkb:Q9BWN9|uniprotkb:Q9UIC3	psi-mi:db124_human(display_long)|uniprotkb:DEFB124(gene name)|psi-mi:DEFB124(display_short)|uniprotkb:Beta-defensin 24(gene name synonym)|uniprotkb:DEFB24(gene name synonym)|uniprotkb:Defensin, beta 124(gene name synonym)	psi-mi:nck2_human(display_long)|uniprotkb:GRB4(gene name synonym)|uniprotkb:Growth factor receptor-bound protein 4(gene name synonym)|uniprotkb:NCK adaptor protein 2(gene name synonym)|uniprotkb:SH2/SH3 adaptor protein NCK-beta(gene name synonym)|uniprotkb:NCK2(gene name)|psi-mi:NCK2(display_short)	psi-mi:"MI:0397"(two hybrid array)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-23472381|imex:IM-25472-64115	author score:0.857631736567|intact-miscore:0.56
uniprotkb:Q8NES8	uniprotkb:O00264	intact:EBI-12843376|uniprotkb:Q30E74	intact:EBI-1045534|uniprotkb:B7Z1L3|uniprotkb:Q9UGJ9	psi-mi:db124_human(display_long)|uniprotkb:DEFB124(gene name)|psi-mi:DEFB124(display_short)|uniprotkb:Beta-defensin 24(gene name synonym)|uniprotkb:DEFB24(gene name synonym)|uniprotkb:Defensin, beta 124(gene name synonym)	psi-mi:pgrc1_human(display_long)|uniprotkb:Dap1(gene name synonym)|uniprotkb:IZA(gene name synonym)|uniprotkb:PGRMC1(gene name)|psi-mi:PGRMC1(display_short)|uniprotkb:HPR6.6(gene name synonym)|uniprotkb:PGRMC(gene name synonym)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25055734|imex:IM-25472-52902	author score:0.825330340308|intact-miscore:0.56
uniprotkb:Q9H1M3	uniprotkb:Q6PL24	intact:EBI-23712762|uniprotkb:Q8NES7	intact:EBI-11603430|uniprotkb:Q9P1V9|uniprotkb:Q3MJB0|uniprotkb:B3KTI6	psi-mi:db129_human(display_long)|uniprotkb:Beta-defensin 29(gene name synonym)|uniprotkb:Defensin, beta 129(gene name synonym)|uniprotkb:UNQ5794/PRO19599(orf name)|uniprotkb:DEFB129(gene name)|psi-mi:DEFB129(display_short)|uniprotkb:C20orf87(gene name synonym)|uniprotkb:DEFB29(gene name synonym)	psi-mi:tmed8_human(display_long)|uniprotkb:TMED8(gene name)|psi-mi:TMED8(display_short)|uniprotkb:FAM15B(gene name synonym)|uniprotkb:L10(orf name)	psi-mi:"MI:0397"(two hybrid array)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24005599|imex:IM-25472-95561	intact-miscore:0.56
uniprotkb:Q8NES8	uniprotkb:O00264	intact:EBI-12843376|uniprotkb:Q30E74	intact:EBI-1045534|uniprotkb:B7Z1L3|uniprotkb:Q9UGJ9	psi-mi:db124_human(display_long)|uniprotkb:DEFB124(gene name)|psi-mi:DEFB124(display_short)|uniprotkb:Beta-defensin 24(gene name synonym)|uniprotkb:DEFB24(gene name synonym)|uniprotkb:Defensin, beta 124(gene name synonym)	psi-mi:pgrc1_human(display_long)|uniprotkb:Dap1(gene name synonym)|uniprotkb:IZA(gene name synonym)|uniprotkb:PGRMC1(gene name)|psi-mi:PGRMC1(display_short)|uniprotkb:HPR6.6(gene name synonym)|uniprotkb:PGRMC(gene name synonym)	psi-mi:"MI:0397"(two hybrid array)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-23500226|imex:IM-25472-65637	author score:0.825330340308|intact-miscore:0.56
uniprotkb:Q30KQ4	uniprotkb:Q12959	intact:EBI-20732429	intact:EBI-357481|uniprotkb:A5YKK7|uniprotkb:B7ZMM0|uniprotkb:B9EIQ5|uniprotkb:D3DXB8|uniprotkb:D3DXB9|uniprotkb:Q12958|uniprotkb:B4DGU1|uniprotkb:B4DGZ8|uniprotkb:E7EWL7|uniprotkb:E9PG21	psi-mi:db116_human(display_long)|uniprotkb:Beta-defensin 16(gene name synonym)|uniprotkb:Defensin, beta 116(gene name synonym)|uniprotkb:DEFB116(gene name)|psi-mi:DEFB116(display_short)|uniprotkb:DEFB16(gene name synonym)	psi-mi:dlg1_human(display_long)|uniprotkb:DLG1(gene name)|psi-mi:DLG1(display_short)|uniprotkb:Synapse-associated protein 97(gene name synonym)|uniprotkb:hDlg(gene name synonym)	psi-mi:"MI:0900"(p8 filamentous phage display)	Sundell et al. (2018)	imex:IM-26482|pubmed:30126976	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-20732445|imex:IM-26482-55	intact-miscore:0.44
uniprotkb:Q96PH6	uniprotkb:P43080	intact:EBI-17250528|uniprotkb:Q17RC4|uniprotkb:Q8N691|uniprotkb:Q9NUH0	intact:EBI-6873005|uniprotkb:Q7Z6T1|uniprotkb:B3KWT4|uniprotkb:Q9NU14	psi-mi:db118_human(display_long)|uniprotkb:Beta-defensin 18(gene name synonym)|uniprotkb:Defensin, beta 118(gene name synonym)|uniprotkb:Epididymal secretory protein 13.6(gene name synonym)|uniprotkb:DEFB118(gene name)|psi-mi:DEFB118(display_short)|uniprotkb:C20orf63(gene name synonym)|uniprotkb:DEFB18(gene name synonym)|uniprotkb:ESC42(gene name synonym)	psi-mi:guc1a_human(display_long)|uniprotkb:C6orf131(gene name synonym)|uniprotkb:GCAP(gene name synonym)|uniprotkb:GCAP1(gene name synonym)|uniprotkb:GUCA1(gene name synonym)|uniprotkb:Guanylate cyclase activator 1A(gene name synonym)|uniprotkb:GUCA1A(gene name)|psi-mi:GUCA1A(display_short)	psi-mi:"MI:1356"(validated two hybrid)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24794137|imex:IM-25472-158727	intact-miscore:0.56
uniprotkb:Q9H1M4	uniprotkb:Q13520	intact:EBI-10305240|uniprotkb:Q14DW7	intact:EBI-13059134	psi-mi:db127_human(display_long)|uniprotkb:DEFB127(gene name)|psi-mi:DEFB127(display_short)|uniprotkb:Beta-defensin 27(gene name synonym)|uniprotkb:C20orf73(gene name synonym)|uniprotkb:DEFB27(gene name synonym)|uniprotkb:Defensin, beta 127(gene name synonym)|uniprotkb:UNQ1956/PRO6071(orf name)	psi-mi:aqp6_human(display_long)|uniprotkb:AQP6(gene name)|psi-mi:AQP6(display_short)|uniprotkb:AQP2L(gene name synonym)|uniprotkb:Aquaporin-2-like(gene name synonym)|uniprotkb:Kidney-specific aquaporin(gene name synonym)	psi-mi:"MI:1356"(validated two hybrid)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24796187|imex:IM-25472-158908	intact-miscore:0.56
